size_kb,decompress_time_sec
15590.000,4.972
15600.000,4.990
15610.000,4.906
15620.000,4.886
15630.000,4.968
15640.000,4.896
15650.000,4.995
15660.000,4.938
15670.000,4.977
15680.000,4.884
15690.000,4.977
15700.000,4.953
15710.000,4.979
15720.000,4.921
15730.000,5.013
15740.000,5.040
15750.000,4.942
15760.000,4.925
15770.000,4.923
15780.000,5.025
15790.000,5.015
15800.000,5.011
15810.000,4.962
15820.000,4.996
15830.000,5.030
15840.000,5.022
15850.000,5.105
15860.000,4.976
15870.000,5.061
15880.000,5.010
15890.000,5.026
15900.000,5.075
15910.000,5.077
15920.000,5.131
15930.000,4.993
15940.000,4.995
15950.000,5.096
15960.000,5.076
15970.000,5.033
15980.000,5.011
15990.000,5.015
16000.000,5.146
16010.000,5.037
16020.000,5.060
16030.000,5.040
16040.000,5.065
16050.000,5.026
16060.000,5.104
16070.000,5.041
16080.000,5.160
16090.000,5.072
16100.000,5.121
16110.000,5.178
16120.000,5.154
16130.000,5.146
16140.000,5.120
16150.000,5.130
16160.000,5.193
16170.000,5.253
16180.000,5.206
16190.000,5.196
16200.000,5.219
16210.000,5.184
16220.000,5.122
16230.000,5.214
16240.000,5.279
16250.000,5.162
16260.000,5.247
16270.000,5.169
16280.000,5.237
16290.000,5.178
16300.000,5.244
16310.000,5.295
16320.000,5.232
16330.000,5.290
16340.000,5.313
16350.000,5.335
16360.000,5.227
16370.000,5.254
16380.000,5.219
16390.000,5.362
16400.000,5.349
16410.000,5.285
16420.000,5.332
16430.000,5.288
16440.000,5.308
16450.000,5.220
16460.000,5.324
16470.000,5.227
16480.000,5.344
16490.000,5.341
16500.000,5.333
16510.000,5.234
16520.000,5.284
16530.000,5.286
16540.000,5.308
16550.000,5.271
16560.000,5.414
16570.000,5.360
16580.000,5.322
16590.000,5.334
16600.000,5.346
16610.000,5.377
16620.000,5.369
16630.000,5.429
16640.000,5.368
16650.000,5.450
16660.000,5.424
16670.000,5.325
16680.000,5.443
16690.000,5.317
16700.000,5.429
16710.000,5.360
16720.000,5.446
16730.000,5.453
16740.000,5.447
16750.000,5.444
16760.000,5.372
16770.000,5.332
16780.000,5.383
16790.000,5.347
16800.000,5.427
16810.000,5.375
16820.000,5.481
16830.000,5.431
16840.000,5.469
16850.000,5.359
16860.000,5.477
16870.000,5.485
16880.000,5.416
16890.000,5.431
16900.000,5.463
16910.000,5.366
16920.000,5.415
16930.000,5.402
16940.000,5.361
16950.000,5.400
16960.000,5.350
16970.000,5.350
16980.000,5.375
16990.000,5.500
17000.000,5.436
17010.000,5.508
17020.000,5.424
17030.000,5.405
17040.000,5.436
17050.000,5.431
17060.000,5.378
17070.000,5.466
17080.000,5.407
17090.000,5.464
17100.000,5.464
17110.000,5.386
17120.000,5.377
17130.000,5.499
17140.000,5.449
17150.000,5.388
17160.000,5.538
17170.000,5.392
17180.000,5.497
17190.000,5.545
17200.000,5.423
17210.000,5.415
17220.000,5.420
17230.000,5.452
17240.000,5.413
17250.000,5.518
17260.000,5.416
17270.000,5.491
17280.000,5.569
17290.000,5.540
17300.000,5.508
17310.000,5.454
17320.000,5.505
17330.000,5.487
17340.000,5.466
17350.000,5.419
17360.000,5.542
17370.000,5.470
17380.000,5.422
17390.000,5.452
17400.000,5.465
17410.000,5.539
17420.000,5.519
17430.000,5.519
17440.000,5.401
17450.000,5.470
17460.000,5.486
17470.000,5.413
17480.000,5.455
17490.000,5.538
17500.000,5.444
17510.000,5.511
17520.000,5.465
17530.000,5.433
17540.000,5.468
17550.000,5.588
17560.000,5.561
17570.000,5.585
17580.000,5.521
17590.000,5.460
17600.000,5.526
17610.000,5.519
17620.000,5.592
17630.000,5.475
17640.000,5.537
17650.000,5.481
17660.000,5.512
17670.000,5.578
17680.000,5.540
17690.000,5.526
17700.000,5.531
17710.000,5.539
17720.000,5.600
17730.000,5.620
17740.000,5.626
17750.000,5.601
17760.000,5.530
17770.000,5.601
17780.000,5.563
17790.000,5.530
17800.000,5.628
17810.000,5.503
17820.000,5.640
17830.000,5.568
17840.000,5.598
17850.000,5.602
17860.000,5.637
17870.000,5.595
17880.000,5.600
17890.000,5.508
17900.000,5.585
17910.000,5.531
17920.000,5.627
17930.000,5.585
17940.000,5.614
17950.000,5.512
17960.000,5.522
17970.000,5.625
17980.000,5.521
17990.000,5.523
18000.000,5.512
18010.000,5.667
18020.000,5.636
18030.000,5.572
18040.000,5.568
18050.000,5.580
18060.000,5.647
18070.000,5.641
18080.000,5.565
18090.000,5.563
18100.000,5.556
18110.000,5.647
18120.000,5.663
18130.000,5.588
18140.000,5.548
18150.000,5.560
18160.000,5.697
18170.000,5.586
18180.000,5.662
18190.000,5.651
18200.000,5.616
18210.000,5.588
18220.000,5.571
18230.000,5.653
18240.000,5.681
18250.000,5.665
18260.000,5.654
18270.000,5.579
18280.000,5.732
18290.000,5.711
18300.000,5.636
18310.000,5.749
18320.000,5.686
18330.000,5.689
18340.000,5.719
18350.000,5.731
18360.000,5.702
18370.000,5.620
18380.000,5.655
18390.000,5.751
18400.000,5.643
18410.000,5.673
18420.000,5.681
18430.000,5.689
18440.000,5.713
18450.000,5.775
18460.000,5.670
18470.000,5.655
18480.000,5.673
18490.000,5.785
18500.000,5.748
18510.000,5.691
18520.000,5.773
18530.000,5.790
18540.000,5.796
18550.000,5.809
18560.000,5.699
18570.000,5.776
18580.000,5.726
18590.000,5.786
18600.000,5.768
18610.000,5.777
18620.000,5.763
18630.000,5.691
18640.000,5.750
18650.000,5.820
18660.000,5.811
18670.000,5.669
18680.000,5.689
18690.000,5.677
18700.000,5.772
18710.000,5.788
18720.000,5.694
18730.000,5.742
18740.000,5.796
18750.000,5.777
18760.000,5.747
18770.000,5.751
18780.000,5.739
18790.000,5.704
18800.000,5.746
18810.000,5.777
18820.000,5.814
18830.000,5.771
18840.000,5.795
18850.000,5.700
18860.000,5.756
18870.000,5.688
18880.000,5.719
18890.000,5.794
18900.000,5.837
18910.000,5.687
18920.000,5.737
18930.000,5.805
18940.000,5.710
18950.000,5.769
18960.000,5.801
18970.000,5.789
18980.000,5.723
18990.000,5.754
19000.000,5.822
19010.000,5.779
19020.000,5.692
19030.000,5.812
19040.000,5.705
19050.000,5.821
19060.000,5.732
19070.000,5.845
19080.000,5.745
19090.000,5.739
19100.000,5.707
19110.000,5.732
19120.000,5.827
19130.000,5.846
19140.000,5.740
19150.000,5.751
19160.000,5.803
19170.000,5.835
19180.000,5.792
19190.000,5.763
19200.000,5.767
19210.000,5.817
19220.000,5.704
19230.000,5.807
19240.000,5.763
19250.000,5.834
19260.000,5.726
19270.000,5.811
19280.000,5.791
19290.000,5.820
19300.000,5.730
19310.000,5.812
19320.000,5.817
19330.000,5.820
19340.000,5.822
19350.000,5.832
19360.000,5.858
19370.000,5.780
19380.000,5.880
19390.000,5.833
19400.000,5.761
19410.000,5.771
19420.000,5.821
19430.000,5.895
19440.000,5.888
19450.000,5.906
19460.000,5.869
19470.000,5.863
19480.000,5.819
19490.000,5.852
19500.000,5.879
19510.000,5.826
19520.000,5.847
19530.000,5.907
19540.000,5.926
19550.000,5.973
19560.000,5.967
19570.000,5.926
19580.000,5.900
19590.000,5.940
19600.000,5.970
19610.000,5.866
19620.000,5.912
19630.000,5.979
19640.000,5.915
19650.000,5.951
19660.000,5.952
19670.000,5.883
19680.000,5.907
19690.000,5.911
19700.000,5.863
19710.000,5.865
19720.000,6.000
19730.000,5.915
19740.000,5.958
19750.000,5.925
19760.000,6.028
19770.000,5.923
19780.000,5.952
19790.000,6.029
19800.000,6.024
19810.000,5.917
19820.000,6.022
19830.000,5.971
19840.000,5.983
19850.000,5.925
19860.000,5.927
19870.000,6.040
19880.000,6.006
19890.000,6.001
19900.000,6.047
19910.000,6.052
19920.000,5.957
19930.000,6.021
19940.000,5.946
19950.000,6.051
19960.000,6.045
19970.000,6.093
19980.000,5.953
19990.000,5.948
20000.000,5.991
20010.000,5.990
20020.000,5.991
20030.000,6.102
20040.000,5.997
20050.000,5.997
20060.000,6.077
20070.000,6.020
20080.000,6.065
20090.000,5.955
20100.000,6.021
20110.000,5.952
20120.000,5.961
20130.000,6.096
20140.000,5.977
20150.000,6.040
20160.000,6.020
20170.000,6.010
20180.000,6.096
20190.000,5.950
20200.000,6.049
20210.000,6.101
20220.000,6.029
20230.000,6.089
20240.000,5.944
20250.000,6.000
20260.000,5.977
20270.000,6.052
20280.000,6.090
20290.000,5.979
20300.000,6.046
20310.000,5.967
20320.000,6.030
20330.000,6.017
20340.000,6.102
20350.000,6.050
20360.000,6.011
20370.000,5.976
20380.000,5.985
20390.000,5.992
20400.000,5.994
20410.000,6.089
20420.000,6.046
20430.000,6.034
20440.000,5.971
20450.000,6.088
20460.000,6.060
20470.000,5.962
20480.000,6.072
