size_kb,decompress_time_sec
15610.000,4.315
15620.000,4.311
15630.000,4.312
15640.000,4.313
15650.000,4.311
15660.000,4.298
15670.000,4.323
15680.000,4.315
15690.000,4.324
15700.000,4.313
15710.000,4.313
15720.000,4.311
15730.000,4.316
15740.000,4.322
15750.000,4.304
15760.000,4.293
15770.000,4.294
15780.000,4.316
15790.000,4.319
15800.000,4.301
15810.000,4.301
15820.000,4.304
15830.000,4.302
15840.000,4.323
15850.000,4.335
15860.000,4.335
15870.000,4.355
15880.000,4.372
15890.000,4.389
15900.000,4.392
15910.000,4.390
15920.000,4.396
15930.000,4.424
15940.000,4.427
15950.000,4.440
15960.000,4.446
15970.000,4.480
15980.000,4.468
15990.000,4.468
16000.000,4.486
16010.000,4.502
16020.000,4.516
16030.000,4.503
16040.000,4.519
16050.000,4.537
16060.000,4.540
16070.000,4.524
16080.000,4.522
16090.000,4.520
16100.000,4.543
16110.000,4.547
16120.000,4.548
16130.000,4.566
16140.000,4.566
16150.000,4.552
16160.000,4.568
16170.000,4.573
16180.000,4.546
16190.000,4.540
16200.000,4.541
16210.000,4.540
16220.000,4.536
16230.000,4.538
16240.000,4.541
16250.000,4.548
16260.000,4.570
16270.000,4.577
16280.000,4.567
16290.000,4.574
16300.000,4.569
16310.000,4.556
16320.000,4.574
16330.000,4.579
16340.000,4.584
16350.000,4.570
16360.000,4.593
16370.000,4.599
16380.000,4.584
16390.000,4.598
16400.000,4.626
16410.000,4.641
16420.000,4.629
16430.000,4.642
16440.000,4.652
16450.000,4.656
16460.000,4.673
16470.000,4.663
16480.000,4.668
16490.000,4.672
16500.000,4.674
16510.000,4.670
16520.000,4.666
16530.000,4.685
16540.000,4.685
16550.000,4.688
16560.000,4.724
16570.000,4.733
16580.000,4.740
16590.000,4.748
16600.000,4.734
16610.000,4.730
16620.000,4.731
16630.000,4.736
16640.000,4.732
16650.000,4.720
16660.000,4.716
16670.000,4.718
16680.000,4.707
16690.000,4.692
16700.000,4.683
16710.000,4.687
16720.000,4.679
16730.000,4.688
16740.000,4.689
16750.000,4.694
16760.000,4.690
16770.000,4.702
16780.000,4.721
16790.000,4.728
16800.000,4.748
16810.000,4.747
16820.000,4.749
16830.000,4.757
16840.000,4.760
16850.000,4.788
16860.000,4.791
16870.000,4.781
16880.000,4.774
16890.000,4.782
16900.000,4.794
16910.000,4.792
16920.000,4.789
16930.000,4.805
16940.000,4.819
16950.000,4.834
16960.000,4.807
16970.000,4.823
16980.000,4.836
16990.000,4.820
17000.000,4.820
17010.000,4.831
17020.000,4.831
17030.000,4.814
17040.000,4.809
17050.000,4.779
17060.000,4.762
17070.000,4.768
17080.000,4.742
17090.000,4.724
17100.000,4.726
17110.000,4.727
17120.000,4.747
17130.000,4.754
17140.000,4.745
17150.000,4.727
17160.000,4.727
17170.000,4.723
17180.000,4.740
17190.000,4.725
17200.000,4.721
17210.000,4.751
17220.000,4.754
17230.000,4.751
17240.000,4.755
17250.000,4.766
17260.000,4.766
17270.000,4.752
17280.000,4.749
17290.000,4.753
17300.000,4.774
17310.000,4.776
17320.000,4.772
17330.000,4.793
17340.000,4.805
17350.000,4.794
17360.000,4.811
17370.000,4.801
17380.000,4.795
17390.000,4.804
17400.000,4.834
17410.000,4.837
17420.000,4.848
17430.000,4.837
17440.000,4.851
17450.000,4.867
17460.000,4.857
17470.000,4.857
17480.000,4.841
17490.000,4.857
17500.000,4.849
17510.000,4.827
17520.000,4.830
17530.000,4.848
17540.000,4.837
17550.000,4.843
17560.000,4.850
17570.000,4.846
17580.000,4.842
17590.000,4.845
17600.000,4.847
17610.000,4.834
17620.000,4.840
17630.000,4.857
17640.000,4.866
17650.000,4.849
17660.000,4.836
17670.000,4.842
17680.000,4.840
17690.000,4.853
17700.000,4.835
17710.000,4.822
17720.000,4.825
17730.000,4.842
17740.000,4.854
17750.000,4.846
17760.000,4.862
17770.000,4.863
17780.000,4.865
17790.000,4.890
17800.000,4.882
17810.000,4.880
17820.000,4.886
17830.000,4.895
17840.000,4.894
17850.000,4.883
17860.000,4.895
17870.000,4.890
17880.000,4.883
17890.000,4.873
17900.000,4.890
17910.000,4.920
17920.000,4.914
17930.000,4.912
17940.000,4.906
17950.000,4.912
17960.000,4.919
17970.000,4.918
17980.000,4.907
17990.000,4.901
18000.000,4.909
18010.000,4.903
18020.000,4.911
18030.000,4.906
18040.000,4.906
18050.000,4.925
18060.000,4.943
18070.000,4.938
18080.000,4.926
18090.000,4.930
18100.000,4.935
18110.000,4.917
18120.000,4.927
18130.000,4.936
18140.000,4.927
18150.000,4.908
18160.000,4.915
18170.000,4.918
18180.000,4.927
18190.000,4.929
18200.000,4.943
18210.000,4.947
18220.000,4.947
18230.000,4.953
18240.000,4.957
18250.000,4.952
18260.000,4.958
18270.000,4.967
18280.000,4.955
18290.000,4.941
18300.000,4.934
18310.000,4.911
18320.000,4.916
18330.000,4.918
18340.000,4.923
18350.000,4.949
18360.000,4.962
18370.000,4.960
18380.000,4.970
18390.000,4.976
18400.000,4.980
18410.000,4.972
18420.000,4.969
18430.000,4.968
18440.000,4.956
18450.000,4.950
18460.000,4.950
18470.000,4.967
18480.000,4.984
18490.000,4.973
18500.000,4.972
18510.000,4.961
18520.000,4.952
18530.000,4.972
18540.000,4.998
18550.000,5.007
18560.000,5.021
18570.000,5.040
18580.000,5.047
18590.000,5.062
18600.000,5.046
18610.000,5.053
18620.000,5.064
18630.000,5.058
18640.000,5.053
18650.000,5.061
18660.000,5.041
18670.000,5.060
18680.000,5.062
18690.000,5.084
18700.000,5.081
18710.000,5.117
18720.000,5.100
18730.000,5.109
18740.000,5.129
18750.000,5.142
18760.000,5.160
18770.000,5.164
18780.000,5.151
18790.000,5.122
18800.000,5.101
18810.000,5.120
18820.000,5.121
18830.000,5.118
18840.000,5.095
18850.000,5.091
18860.000,5.085
18870.000,5.092
18880.000,5.082
18890.000,5.084
18900.000,5.097
18910.000,5.108
18920.000,5.090
18930.000,5.083
18940.000,5.072
18950.000,5.072
18960.000,5.032
18970.000,5.031
18980.000,5.009
18990.000,5.000
19000.000,5.000
19010.000,5.000
19020.000,4.998
19030.000,4.992
19040.000,4.994
19050.000,4.996
19060.000,4.969
19070.000,4.948
19080.000,4.949
19090.000,4.978
19100.000,4.995
19110.000,4.980
19120.000,4.973
19130.000,4.981
19140.000,5.003
19150.000,5.003
19160.000,4.998
19170.000,5.004
19180.000,5.004
19190.000,4.998
19200.000,5.004
19210.000,5.020
19220.000,5.034
19230.000,5.040
19240.000,5.043
19250.000,5.042
19260.000,5.040
19270.000,5.051
19280.000,5.070
19290.000,5.070
19300.000,5.072
19310.000,5.066
19320.000,5.083
19330.000,5.083
19340.000,5.065
19350.000,5.050
19360.000,5.058
19370.000,5.060
19380.000,5.063
19390.000,5.049
19400.000,5.062
19410.000,5.067
19420.000,5.062
19430.000,5.067
19440.000,5.106
19450.000,5.111
19460.000,5.119
19470.000,5.105
19480.000,5.118
19490.000,5.124
19500.000,5.121
19510.000,5.122
19520.000,5.142
19530.000,5.130
19540.000,5.167
19550.000,5.201
19560.000,5.209
19570.000,5.209
19580.000,5.214
19590.000,5.206
19600.000,5.222
19610.000,5.226
19620.000,5.229
19630.000,5.236
19640.000,5.248
19650.000,5.238
19660.000,5.263
19670.000,5.289
19680.000,5.290
19690.000,5.291
19700.000,5.296
19710.000,5.301
19720.000,5.322
19730.000,5.314
19740.000,5.313
19750.000,5.325
19760.000,5.321
19770.000,5.297
19780.000,5.322
19790.000,5.295
19800.000,5.271
19810.000,5.275
19820.000,5.260
19830.000,5.265
19840.000,5.273
19850.000,5.268
19860.000,5.286
19870.000,5.289
19880.000,5.290
19890.000,5.285
19900.000,5.289
19910.000,5.271
19920.000,5.267
19930.000,5.287
19940.000,5.256
19950.000,5.247
19960.000,5.229
19970.000,5.232
19980.000,5.227
19990.000,5.218
20000.000,5.210
20010.000,5.221
20020.000,5.235
20030.000,5.225
20040.000,5.227
20050.000,5.241
20060.000,5.247
20070.000,5.270
20080.000,5.267
20090.000,5.265
20100.000,5.270
20110.000,5.256
20120.000,5.257
20130.000,5.253
20140.000,5.272
20150.000,5.285
20160.000,5.284
20170.000,5.278
20180.000,5.262
20190.000,5.264
20200.000,5.268
20210.000,5.274
20220.000,5.256
20230.000,5.267
20240.000,5.288
20250.000,5.313
20260.000,5.312
20270.000,5.299
20280.000,5.302
20290.000,5.318
20300.000,5.322
20310.000,5.330
20320.000,5.312
20330.000,5.324
20340.000,5.326
20350.000,5.321
20360.000,5.323
20370.000,5.321
20380.000,5.323
20390.000,5.310
20400.000,5.284
20410.000,5.291
20420.000,5.293
20430.000,5.302
20440.000,5.317
20450.000,5.328
20460.000,5.339
20470.000,5.362
20480.000,5.365
